ROTT,ROTT_min,ROTT_mean,ROTT_dev,ROTT_ROTT_mean,ROTT_ROTT_min,ROTT_min_mean,ROTT_ROTT_mean_dev,IAT,IATmin,IATmax,IATmean,IAT与最小值比,IAT与最大值比,IAT与平均值比,临近IAT比值,Numloss,丢包类别
0.0038,0.0038,0.0038,0,1,1,1,1,0.001,0.001,0.0016,0.0015818,1,0.625,0.6321839,0.625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003809,-0.000009,0.997765,1,0.997765363,0.995541,0.0011,0.0008,0.0016,0.0015543,1.375,0.6875,0.7076923,0.6875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0012,0.0012,0.0016,0.0015879,1,0.75,0.7557252,0.75,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0012,0.0012,0.0016,0.0015875,1,0.75,0.7559055,0.75,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0013,0.0013,0.0016,0.0015906,1,0.8125,0.8172888,0.8125,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0014,0.0014,0.0016,0.0015939,1,0.875,0.878327,0.875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9375,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9375,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1.026316,0.999226605,1.052381,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,-1
0.0038,0.0038,0.003803,-0.000003,0.999203,1,0.999203187,0.998408,0.0016,0.0015,0.0016,0.0015969,1.0666667,1,1.0019569,1,2,-1
0.0038,0.0038,0.00381,-0.00001,0.997375,1,0.997375328,0.994764,0.0016,0.0015,0.0016,0.0015889,1.0666667,1,1.006993,1,1,1
0.0038,0.0038,0.003817,-0.000017,0.995633,1,0.995633188,0.991304,0.0016,0.0008,0.0016,0.0015543,2,1,1.0294118,1,1,-1
0.0038,0.0038,0.003826,-0.000026,0.993182,1,0.993181818,0.986456,0.0008,0.0008,0.0016,0.0015273,1,0.5,0.5238095,1,1,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1.131579,0.996028594,1.291174,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.00381,-0.00001,0.997476,1,0.997476022,0.994965,0.0016,0.0008,0.0016,0.0015686,2,1,1.02,1,1,1
0.0038,0.0038,0.003811,-0.000011,0.997001,1,0.997001499,0.994021,0.0016,0.0008,0.0016,0.0015529,2,1,1.030303,1,1,1
0.0047,0.0038,0.004125,0.000575,1.139394,1.236842,0.921212121,1.323944,0.0008,0.0008,0.0016,0.0012714,1,0.5,0.6292135,0.8888889,1,-1
0.0041,0.0038,0.003809,0.000291,1.076292,1.078947,0.997538966,1.165187,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.004,0.0038,0.003817,0.000183,1.047836,1.052632,0.995444191,1.100478,0.0009,0.0008,0.0016,0.0014955,1.125,0.5625,0.6018237,1.125,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0009,0.0009,0.0009,0.0009,1,1,1,0,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003809,-0.000009,0.997613,1,0.997613365,0.995238,0.0011,0.0008,0.0016,0.0015513,1.375,0.6875,0.7090755,0.6875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0012,0.0012,0.0016,0.0015875,1,0.75,0.7559055,0.75,2,-1
0.0039,0.0038,0.003803,0.000097,1.025498,1.026316,0.999203187,1.05233,0.0013,0.0013,0.0016,0.0015906,1,0.8125,0.8172888,0.8125,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003817,-0.000017,0.995633,1,0.995633188,0.991304,0.0014,0.0008,0.0016,0.0015561,1.75,0.875,0.8996865,0.875,1,-1
0.0039,0.0038,0.003803,0.000097,1.025522,1.026316,0.999226605,1.052381,0.0015,0.0015,0.0016,0.001597,1,0.9375,0.9392789,0.9375,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003847,-0.000047,0.987868,1,0.987868284,0.976027,0.0016,0.0008,0.0016,0.0014857,2,1,1.0769231,1,1,1
0.0038,0.0038,0.003859,-0.000059,0.984808,1,0.984807864,0.97007,0.0016,0.0008,0.0016,0.0015439,2,1,1.0363636,1,2,-1
0.0038,0.0038,0.003803,-0.000003,0.999203,1,0.999203187,0.998408,0.0016,0.0015,0.0016,0.0015969,1.0666667,1,1.0019569,1,2,-1
0.0038,0.0038,0.003808,-0.000008,0.997812,1,0.997811816,0.995633,0.0016,0.0015,0.0016,0.0015909,1.0666667,1,1.0057143,1,1,-1
0.0038,0.0038,0.003826,-0.000026,0.993182,1,0.993181818,0.986456,0.0008,0.0008,0.0016,0.0015273,1,0.5,0.5238095,1,1,-1
0.0043,0.0038,0.003815,0.000485,1.127085,1.131579,0.996028594,1.291174,0.0008,0.0008,0.0016,0.001575,1,0.5,0.5079365,0.5,1,-1
0.0043,0.0038,0.003815,0.000485,1.127217,1.131579,0.99614495,1.291519,0.0008,0.0008,0.0016,0.0015758,1,0.5,0.5076923,0.5,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003818,-0.000018,0.995343,1,0.995343423,0.99073,0.0016,0.0008,0.0016,0.0015273,2,1,1.047619,1,1,1
0.0047,0.0038,0.003875,0.000825,1.212903,1.236842,0.980645161,1.540984,0.0008,0.0008,0.0016,0.0015258,1,0.5,0.5243129,0.8888889,1,-1
0.004,0.0038,0.003806,0.000194,1.050903,1.052632,0.998357964,1.107266,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,3,-1
0.0039,0.0038,0.003803,0.000097,1.025472,1.026316,0.999178307,1.052277,0.0008,0.0008,0.0016,0.0015742,1,0.5,0.5081967,0.5,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0009,0.0008,0.0016,0.0015558,1.125,0.5625,0.578492,0.5625,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.003032,0.003718,0.000082,1.021994,1.253298,0.815443462,1.044977,0.0016,0.0008,0.0016,0.001496,2,1,1.0695187,1,2,1
0.004856,0.0038,0.004259,0.000597,1.140227,1.277895,0.892270123,1.326196,0.0008,0.0008,0.0016,0.0013298,1,0.5,0.6015839,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,-1
0.005656,0.004824,0.00524,0.000416,1.079389,1.172471,0.920610687,1.172471,0.000832,0.000832,0.000832,0.000832,1,1,1,0,14,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.004178,0.0038,0.003937,0.000241,1.061304,1.099474,0.965283658,1.130615,0.0008,0.0008,0.001178,0.000989,1,0.6791171,0.8088979,0.6791171,2,-1
0.0038,0.0038,0.003811,-0.000011,0.997175,1,0.997174857,0.994366,0.0016,0.001094,0.0016,0.001589,1.4625229,1,1.0069226,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.00381,-0.00001,0.997385,1,0.997385024,0.994784,0.0016,0.0008,0.0016,0.0015698,2,1,1.0192308,1,1,1
0.0038,0.0038,0.00385,-0.00005,0.987013,1,0.987012987,0.974359,0.0016,0.0008,0.0016,0.0015448,2,1,1.0357143,1,1,1
0.005995,0.0038,0.004482,0.001514,1.337722,1.577632,0.84793038,2.019879,0.000832,0.000832,0.0016,0.0011392,1,0.52,0.7303371,1,3,-1
0.004203,0.0038,0.003813,0.00039,1.102399,1.106053,0.996696803,1.228162,0.000832,0.000832,0.0016,0.0015752,1,0.52,0.5281782,0.52,5,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.003966,0.003832,0.003932,0.000034,1.008647,1.034969,0.97456765,1.017445,0.000832,0.0008,0.000832,0.000816,1.04,1,1.0196078,1.04,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,1
0.0038,0.0038,0.003841,-0.000041,0.98942,1,0.989419739,0.979061,0.0016,0.0008,0.0016,0.0015226,2,1,1.0508475,1,1,1
0.0038,0.0038,0.003863,-0.000063,0.983594,1,0.983593501,0.967717,0.0016,0.0008,0.0016,0.001475,2,1,1.0847458,1,1,1
0.00383,0.0038,0.003856,-0.000026,0.9933,1.007895,0.985519775,0.98669,0.00086,0.0008,0.0016,0.0014427,1.075,0.5375,0.5960933,1.075,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00543,0.0038,0.00422,0.00121,1.28673,1.428947,0.900473934,1.803987,0.0008,0.0008,0.0016,0.001286,1,0.5,0.622084,0.9638554,2,-1
0.0038,0.0038,0.003868,-0.000068,0.982303,1,0.982302645,0.965221,0.0016,0.0008,0.0016,0.0015283,2,1,1.046892,1,1,-1
0.00451,0.0038,0.003834,0.000676,1.176376,1.186842,0.99118122,1.428291,0.00083,0.00083,0.0016,0.0015615,1,0.51875,0.5315402,0.51875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00421,0.0038,0.003823,0.000387,1.101271,1.107895,0.994020927,1.225364,0.00083,0.0008,0.0016,0.0015422,1.0375,0.51875,0.5381939,0.51875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003827,-0.000027,0.992908,1,0.992907801,0.985915,0.0016,0.0008,0.0016,0.0014769,2,1,1.0833333,1,1,1
0.0038,0.0038,0.003809,-0.000009,0.997693,1,0.997692736,0.995396,0.0016,0.0008,0.0016,0.00155,2,1,1.0322581,1,1,1
0.00393,0.0038,0.003805,0.000125,1.03275,1.034211,0.998588014,1.067718,0.00083,0.0008,0.0016,0.0015641,1.0375,0.51875,0.5306597,0.51875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003803,0.000027,1.007209,1.007895,0.999319882,1.014523,0.00083,0.0008,0.0016,0.0015584,1.0375,0.51875,0.5325903,0.51875,2,-1
0.00384,0.0038,0.003801,0.000039,1.010222,1.010526,0.999699339,1.020656,0.0009,0.0009,0.0016,0.0015794,1,0.5625,0.5698324,0.5625,1,-1
0.00384,0.0038,0.003801,0.000039,1.010231,1.010526,0.999707688,1.020673,0.00099,0.00099,0.0016,0.0015826,1,0.61875,0.6255642,0.61875,1,-1
0.00383,0.0038,0.003801,0.000029,1.007674,1.007895,0.99978075,1.015466,0.00105,0.00105,0.0016,0.0015843,1,0.65625,0.6627592,0.65625,1,-1
0.00383,0.0038,0.003801,0.000029,1.007674,1.007895,0.99978075,1.015466,0.00111,0.00111,0.0016,0.001586,1,0.69375,0.6998739,0.69375,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003809,-0.000009,0.997625,1,0.997624703,0.995261,0.0016,0.0008,0.0016,0.001561,2,1,1.025,1,1,1
0.00383,0.0038,0.003863,-0.000033,0.991457,1.007895,0.983691432,0.98306,0.00086,0.0008,0.0016,0.0014967,1.075,0.5375,0.5745841,1.075,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,1
0.00383,0.0038,0.003827,0.000003,1.000679,1.007895,0.992841093,1.00136,0.00156,0.0008,0.0016,0.0015339,1.95,0.975,1.0170303,0.975,1,-1
0.00384,0.0038,0.003813,0.000027,1.006993,1.010526,0.996503497,1.014085,0.00163,0.0016,0.00163,0.001615,1.01875,1,1.0092879,1.01875,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999761,1,0.999760823,0.999522,0.0016,0.00157,0.0016,0.0015991,1.0191083,1,1.0005863,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999696,1,0.999696448,0.999393,0.0016,0.00157,0.0016,0.0015988,1.0191083,1,1.0007506,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0053,0.0038,0.003825,0.001475,1.385636,1.394737,0.993474965,2.2554,0.00083,0.0008,0.0016,0.0015734,1.0375,0.51875,0.5275234,1,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00428,0.0038,0.003846,0.000434,1.112829,1.126316,0.988026001,1.254358,0.00083,0.0008,0.0016,0.0014927,1.0375,0.51875,0.5560384,0.51875,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003819,-0.000019,0.995126,1,0.995126209,0.9903,0.0016,0.0008,0.0016,0.0015086,2,1,1.0606061,1,1,1
0.00393,0.0038,0.00384,0.00009,1.023438,1.034211,0.989583333,1.048,0.00083,0.0008,0.0016,0.0013038,1.0375,0.51875,0.6366251,0.51875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003806,0.000024,1.006306,1.007895,0.998423542,1.012692,0.00083,0.00083,0.0016,0.0014075,1,0.51875,0.589698,0.51875,1,1
0.00473,0.0038,0.00385,0.00088,1.228658,1.244737,0.98708228,1.592882,0.0008,0.0008,0.0016,0.0015369,1,0.5,0.5205133,0.9638554,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00096,0.00096,0.0016,0.0015806,1,0.6,0.607362,0.6,3,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00109,0.00109,0.0016,0.0015845,1,0.68125,0.6878944,0.68125,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003806,-0.000006,0.998416,1,0.998415826,0.996837,0.0016,0.0008,0.0016,0.0015761,2,1,1.0151515,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003843,-0.000043,0.988913,1,0.988913051,0.978069,0.0016,0.0008,0.0016,0.0015333,2,1,1.0434783,1,1,1
0.00518,0.0038,0.003942,0.001237,1.313887,1.363158,0.963855422,1.914972,0.0008,0.0008,0.0016,0.0014787,1,0.5,0.541028,0.952381,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00537,0.0038,0.00433,0.00104,1.240185,1.413158,0.877598152,1.632219,0.0008,0.0008,0.00147,0.000954,1,0.5442177,0.8385744,0.9638554,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003938,-0.000138,0.964875,1,0.964875159,0.932134,0.0016,0.0008,0.0016,0.00128,2,1,1.25,2,3,-1
0.0038,0.0038,0.003811,-0.000011,0.997085,1,0.997084548,0.994186,0.0016,0.0015,0.0016,0.0015875,1.0666667,1,1.007874,1,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00438,0.0038,0.003942,0.000438,1.111048,1.152632,0.963923337,1.249841,0.00083,0.0008,0.0016,0.0013038,1.0375,0.51875,0.6366251,0.51875,1,-1
0.00432,0.0038,0.003817,0.000503,1.13168,1.136842,0.995459308,1.303298,0.00083,0.00083,0.0016,0.0015734,1,0.51875,0.5275038,0.51875,1,-1
0.00425,0.0038,0.003875,0.000375,1.096774,1.118421,0.980645161,1.214286,0.00083,0.00083,0.0016,0.001446,1,0.51875,0.5739972,0.51875,1,-1
0.00412,0.0038,0.003809,0.000311,1.08168,1.084211,0.997666278,1.177891,0.00083,0.00083,0.0016,0.001578,1,0.51875,0.5259823,0.51875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00393,0.0038,0.003809,0.000121,1.031873,1.034211,0.997739963,1.065845,0.00083,0.0008,0.0016,0.0015491,1.0375,0.51875,0.5357941,0.51875,1,-1
0.00387,0.0038,0.003802,0.000068,1.0179,1.018421,0.999488566,1.036453,0.00083,0.00083,0.0016,0.001578,1,0.51875,0.5259823,0.51875,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003802,0.000028,1.007365,1.007895,0.999473961,1.014838,0.0008,0.0008,0.0016,0.0015459,1,0.5,0.5175106,0.9638554,1,1
0.00473,0.0038,0.003851,0.000879,1.228217,1.244737,0.986728217,1.591402,0.0008,0.0008,0.0016,0.0015351,1,0.5,0.5211241,0.9638554,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,0,1,1
0.00383,0.0038,0.003807,0.000023,1.00613,1.007895,0.998248687,1.012335,0.00086,0.0008,0.0016,0.0015319,1.075,0.5375,0.5614035,1.075,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00109,0.00109,0.0016,0.0015845,1,0.68125,0.6878944,0.68125,3,-1
0.00384,0.0038,0.003801,0.000039,1.010214,1.010526,0.999690498,1.020638,0.00122,0.00122,0.0016,0.0015885,1,0.7625,0.7680275,0.7625,1,-1
0.00384,0.0038,0.00382,0.00002,1.005236,1.010526,0.994764398,1.010526,0.00131,0.00131,0.00131,0.00131,1,1,1,0,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00137,0.00137,0.0016,0.001593,1,0.85625,0.8599962,0.85625,1,-1
0.00383,0.0038,0.003815,0.000015,1.003932,1.007895,0.996068152,1.007895,0.00143,0.00143,0.00143,0.00143,1,1,1,0,1,-1
0.00384,0.0038,0.003801,0.000039,1.010231,1.010526,0.999707688,1.020673,0.00154,0.00154,0.0016,0.0015983,1,0.9625,0.9635324,0.9625,1,-1
0.00383,0.0038,0.003801,0.000029,1.007674,1.007895,0.99978075,1.015466,0.0016,0.0016,0.0016,0.0016,1,1,1,1,2,-1
0.0038,0.0038,0.003801,-0.000001,0.999774,1,0.999774487,0.999549,0.0016,0.00157,0.0016,0.0015991,1.0191083,1,1.0005518,1,2,-1
0.0038,0.0038,0.003802,-0.000002,0.999562,1,0.999561596,0.999124,0.0016,0.00154,0.0016,0.0015983,1.038961,1,1.0010726,1,1,-1
0.0038,0.0038,0.003801,-0.000001,0.999859,1,0.999859042,0.999718,0.0016,0.00157,0.0016,0.0015995,1.0191083,1,1.000341,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00527,0.0038,0.003872,0.001398,1.361157,1.386842,0.981479148,2.130658,0.00083,0.0008,0.0016,0.0015215,1.0375,0.51875,0.5455143,1,2,-1
0.00441,0.0038,0.003818,0.000592,1.155073,1.160526,0.995300824,1.367068,0.00083,0.00083,0.0016,0.0015767,1,0.51875,0.5264271,0.51875,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003815,-0.000015,0.99613,1,0.996130321,0.99229,0.0016,0.0008,0.0016,0.0015484,2,1,1.0333333,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003802,-0.000002,0.999585,1,0.99958466,0.99917,0.0016,0.00157,0.0016,0.0015983,1.0191083,1,1.0010428,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003807,-0.000007,0.998214,1,0.998213723,0.996434,0.0016,0.0008,0.0016,0.0015784,2,1,1.0136986,1,1,1
0.0038,0.0038,0.00388,-0.00008,0.979294,1,0.97929441,0.959429,0.0016,0.0008,0.0016,0.0014857,2,1,1.0769231,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0039,0.0038,0.003855,0.000045,1.011673,1.026316,0.985732815,1.023622,0.00084,0.0008,0.0016,0.0014422,1.05,0.525,0.5824345,1.05,1,-1
0.00384,0.0038,0.003801,0.000039,1.010194,1.010526,0.999671161,1.020598,0.0009,0.0009,0.0016,0.0015774,1,0.5625,0.5705521,0.5625,3,-1
0.00383,0.0038,0.003815,0.000015,1.003932,1.007895,0.996068152,1.007895,0.00102,0.00102,0.00102,0.00102,1,1,1,0,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00383,0.0038,0.003904,-0.000074,0.980973,1.007895,0.973289426,0.962657,0.00124,0.0008,0.0016,0.0010917,1.55,0.775,1.1358779,0.775,1,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003846,-0.000046,0.987975,1,0.987975301,0.976236,0.0016,0.0008,0.0016,0.0015083,2,1,1.0608244,1,1,1
0.0053,0.0038,0.003949,0.001351,1.341984,1.394737,0.96217756,2.039442,0.0008,0.0008,0.0016,0.0014867,1,0.5,0.5381166,0.9638554,1,-1
0.00383,0.0038,0.003801,0.000029,1.007661,1.007895,0.999767856,1.01544,0.00156,0.00156,0.0016,0.0015988,1,0.975,0.9757392,0.975,2,-1
0.0038,0.0038,0.003801,-0.000001,0.999737,1,0.999736911,0.999474,0.0016,0.00157,0.0016,0.001599,1.0191083,1,1.000647,1,1,1
0.00383,0.0038,0.003938,-0.000108,0.972493,1.007895,0.964875159,0.946458,0.0008,0.0008,0.0016,0.001286,1,0.5,0.622084,0.9638554,1,-1
0.0038,0.0038,0.003805,-0.000005,0.998787,1,0.998786899,0.997577,0.0016,0.00154,0.0016,0.001595,1.038961,1,1.0031348,1,1,-1
0.0053,0.0038,0.003894,0.001406,1.360947,1.394737,0.975773138,2.12963,0.00083,0.00083,0.0016,0.00153,1,0.51875,0.5424837,1,2,-1
0.00438,0.0038,0.003817,0.000563,1.14748,1.152632,0.995530898,1.345987,0.00083,0.00083,0.0016,0.0015767,1,0.51875,0.5264271,0.51875,2,-1
0.00425,0.0038,0.003813,0.000437,1.11465,1.118421,0.996627951,1.258993,0.00083,0.00083,0.0016,0.0015774,1,0.51875,0.526198,0.51875,1,-1
0.00415,0.0038,0.00381,0.00034,1.089318,1.092105,0.99744805,1.196157,0.00083,0.00083,0.0016,0.001578,1,0.51875,0.5259823,0.51875,1,-1
0.00409,0.0038,0.003808,0.000282,1.074039,1.076316,0.997884601,1.159918,0.00083,0.00083,0.0016,0.001578,1,0.51875,0.5259823,0.51875,2,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.00393,0.0038,0.003806,0.000124,1.032545,1.034211,0.998389694,1.06728,0.00083,0.0008,0.0016,0.0015611,1.0375,0.51875,0.5316602,0.51875,1,-1
0.00387,0.0038,0.003802,0.000068,1.0179,1.018421,0.999488566,1.036453,0.00083,0.00083,0.0016,0.001578,1,0.51875,0.5259823,0.51875,3,-1
0.0038,0.0038,0.0038,0,1,1,1,1,0.0016,0.0016,0.0016,0.0016,1,1,1,1,1,1
0.0038,0.0038,0.003803,-0.000003,0.999184,1,0.99918397,0.998369,0.0016,0.0008,0.0016,0.0015429,2,1,1.037037,1,1,1
0.00466,0.0038,0.003816,0.000844,1.221062,1.226316,0.995716009,1.567599,0.00083,0.0008,0.0016,0.0015515,1.0375,0.51875,0.5349828,0.8645833,1,1
0.0038,0.0038,0.003848,-0.000047,0.987654,1,0.987654321,0.97561,0.0016,0.00141,0.0016,0.0015367,1.1347518,1,1.0412148,1,1,1
0.00492,0.0038,0.003868,0.001052,1.271816,1.294737,0.982296726,1.746558,0.0008,0.0008,0.0016,0.001485,1,0.5,0.5387205,0.9638554,1,-1
